sat_path,svi_path,severity,description
001322_sat.png,001322_svi.png,Mild,"A street level photo of a well-maintained modern concrete bridge stretching over a wide body of calm, dark water. The multi-lane asphalt road on the bridge is dry and completely clear of debris, with crisp white lane markings and sturdy metal guardrails visible along both sides. The sky is clear and bright blue, with direct sunlight creating sharp, defined shadows of the bridge structure on the water below, indicating a calm, sunny day with no visible signs of damage or recent adverse weather."
001323_sat.png,001323_svi.png,Severe,"A street level photo of a severe hurricane-damaged residential street. The asphalt road is damp but passable, bordered by muddy, churned lawns covered in scattered debris. Houses exhibit widespread roof damage with missing shingles, exposed underlayment, and visible structural damage. Numerous aluminum-framed screened enclosures (pool cages, lanais) are completely collapsed, twisted, and mangled, littering the yards. Defoliated trees with snapped branches and stripped foliage line the road, their brown, battered leaves scattered across the landscape. The sky is partly cloudy, and the scene is illuminated by post-storm daylight, casting distinct shadows."
001324_sat.png,001324_svi.png,Moderate,"A street level photo of a storm-damaged commercial or residential area alongside a multi-lane road, viewed on a clear day after the event. The paved asphalt road and adjacent parking lots are mostly clear, but the grassy medians, shoulders, and landscaped areas are extensively covered with scattered green palm fronds, broken tree branches, and various vegetative debris. Many palm trees lining the road appear defoliated, with fronds snapped or ripped away, while other larger trees show visible signs of wind damage to their foliage. Buildings in the background have largely intact roofs, though minor shingle damage or missing roofing elements are possible upon closer inspection. The scene is bathed in bright sunlight, casting distinct shadows, indicating that the storm has passed."
001325_sat.png,001325_svi.png,Moderate,"A street level photo of a tranquil, upscale residential neighborhood along a canal or waterway, showing signs of recent moderate wind damage. The paved asphalt roads appear mostly clear, but the sidewalks and manicured lawns are scattered with light organic debris, primarily consisting of dried palm fronds and small broken branches. The houses are generally well-maintained, featuring terracotta or tan-tiled roofs, some of which exhibit visible patches of missing tiles or dislodged sections. Many of the numerous palm trees lining the street and properties have been severely defoliated, with most of their fronds stripped away, leaving behind bare or sparsely crowned trunks. Other subtropical vegetation in gardens appears wind-tattered but mostly intact. The scene is bathed in bright, clear sunlight, casting distinct long shadows, indicating a sunny day after the immediate impact of the weather event has passed."
001326_sat.png,001326_svi.png,Severe,"A street level photo of a residential neighborhood after a devastating hurricane. The ground is a chaotic expanse of dark, wet earth heavily strewn with massive piles of debris, including snapped tree trunks, splintered wooden planks, and dense clusters of broken palm fronds. The asphalt road is dark and visibly wet, reflecting the clear, post-storm sky in puddles, with mud and debris encroaching from the sides. Many houses exhibit severe structural damage, with large sections of their roofs completely torn off, exposing internal rafters and damaged ceilings, and numerous windows are shattered or boarded up. Several smaller structures or outbuildings appear to be reduced to their skeletal frames. All remaining trees are completely defoliated, showing bare, broken branches, with many palm trees snapped clean in half or leaning precariously. The scene is illuminated by direct, strong sunlight, casting sharp shadows and highlighting the widespread desolation and the sheen of wet surfaces."
001327_sat.png,001327_svi.png,Mild,"A street level photo of a bustling urban intersection on a clear, dry day. The multi-lane asphalt roads are well-maintained with crisp white lane markings, and vehicles are actively moving through the intersection in various directions. Sidewalks and healthy green grass medians line the roads, with well-kept trees and shrubs. Commercial buildings, including one with a distinctive terracotta tile roof and light-colored walls, appear completely intact with no visible damage, broken windows, or signs of structural stress. Adjacent parking lots are orderly, with parked cars. The scene is brightly and evenly lit under an overcast sky, casting soft shadows, and there is no debris, flooding, or damage visible anywhere."
001328_sat.png,001328_svi.png,Severe,"A street level photo of a severely flooded coastal area after a major storm. Deep, dark brown floodwaters completely submerge the roads and low-lying areas, reflecting bare tree branches and scattered debris. The murky water is thick with sediment and floating organic matter, including snapped tree limbs and torn foliage. Buildings on either side of the submerged road, featuring white or light-colored roofs, stand with their lower levels partially or fully immersed in the floodwaters, likely showing waterlines and potential damage to ground-floor windows. Most trees are defoliated, appearing as stark, bare skeletons, while numerous palm trees are snapped, severely bent, or denuded of their fronds, scattered among the debris. The scene is illuminated by clear daylight, casting distinct shadows, indicating a post-disaster phase with still-high flood levels and a somber, devastated atmosphere."
001329_sat.png,001329_svi.png,Moderate,"A street level photo of a coastal residential and commercial neighborhood after a significant wind event. The asphalt roads are mostly clear, with minimal debris directly on the pavement, but grassy verges and yards show scattered light debris, primarily fallen leaves and small branches. Buildings vary from single-story homes with relatively intact roofs (e.g., brown, teal) to commercial structures. Some buildings exhibit noticeable roof damage, including a prominent commercial building with a partially stripped, white roof showing exposed underlying structure. The most striking feature is the extensive damage to vegetation: numerous trees lining the streets and properties are heavily defoliated, appearing as stark, bare branches or with very sparse, wind-battered foliage. Patches of green grass remain. The scene is bathed in bright, clear sunlight, casting distinct shadows, indicating fair weather in the aftermath of the event."
001330_sat.png,001330_svi.png,Severe,"A street level photo of a residential neighborhood after a severe hurricane, looking down a debris-strewn asphalt road that appears damp in patches from recent rainfall. On one side of the road, a multi-story house is completely gutted, its roof structure torn away to expose timber framing and internal rooms open to the sky, with construction debris scattered around its foundation. Adjacent single-story homes, while appearing structurally present, exhibit significant external damage such as missing siding, shattered windows, and large piles of household items and snapped tree limbs accumulated against their walls. The landscape is severely impacted, dominated by a dense, chaotic tangle of defoliated and snapped trees, their barren branches pointing erratically. The air feels heavy and humid under a heavy, overcast or recently cleared sky, casting a somber light over the extensive destruction."
001331_sat.png,001331_svi.png,Moderate,"A street level photo of a coastal residential area in the immediate aftermath of a strong hurricane or tropical storm. The asphalt road is wet, showing streaks of standing water and scattered with vegetative debris like snapped branches and palm fronds. The ground on the verges and around the houses is muddy and densely covered with defoliated foliage and broken tree limbs. All trees are stripped bare of leaves, appearing as skeletal, snapped trunks and limbs, with several palm trees leaning severely or completely toppled. Houses, featuring a mix of white, light grey, and green metal roofs on light-colored siding, appear mostly structurally intact from this angle, though some may exhibit minor exterior damage such as missing siding panels or broken windows. The sky is partly cloudy, allowing bright, clear sunlight to cast distinct shadows, indicating the storm has recently passed."
001332_sat.png,001332_svi.png,Moderate,"A street level photo of a neighborhood recently impacted by a wind storm. The paved asphalt roads are damp and scattered with brown leaves, small tree branches, and other organic debris. Sidewalks and grassy verges are heavily covered in dense piles of foliage and larger snapped tree limbs. Many mature trees lining the streets and properties are severely defoliated, appearing skeletal with bare, twisted, and broken branches, and some smaller trees are completely uprooted or snapped at their trunks. Residential houses show moderate roof damage, with visible dark patches indicating areas where shingles are missing, and some fascia or gutter damage is apparent. Windows generally appear intact. In the background, a modern commercial building with an angular metal roof stands with minimal visible structural damage. The sky is clear and bright, casting long, sharp shadows across the scene, indicating the weather event has passed and it is either early morning or late afternoon."
001333_sat.png,001333_svi.png,Severe,"A street level photo of a commercial district severely damaged by a natural disaster, likely a hurricane. The asphalt ground is wet with numerous puddles, and large sections of parking lots are flooded with murky water. Debris, including snapped tree limbs, leaves, and what appears to be building materials, is scattered across roads, sidewalks, and flooded areas. A prominent flat-roofed commercial building on the left shows extensive roof damage, with large sections of its white membrane torn off, revealing dark underlying layers and structural compromise. Other nearby buildings appear disheveled with streaked or stained walls. Most trees are denuded of leaves, appearing as skeletal branches, and several are toppled or heavily damaged. The sky is overcast and gray, indicative of the immediate aftermath of a major storm, with a somber, muted lighting."
001334_sat.png,001334_svi.png,Moderate,"A street level photo of a coastal neighborhood recovering from a recent disaster. The asphalt road and sidewalks are covered with streaks of mud, sand, and significant scattered vegetative debris, including palm fronds and small branches. Lawns are visibly messy and littered with similar organic debris. Houses, predominantly with brown and grey shingle roofs, appear largely intact structurally, though some may exhibit minor shingle damage or stained exteriors. Many palm trees show signs of defoliation or have snapped fronds, and other trees have thinned canopies. In the background, a calm canal features several boats docked, with elongated white debris visible along its banks. The scene is illuminated by clear, bright daylight with distinct shadows, indicating post-event conditions rather than active flooding or storm."
001335_sat.png,001335_svi.png,Severe,"A street level photo of a severely disaster-affected coastal neighborhood following a catastrophic hurricane. The paved asphalt road is visible but lined with deep, chaotic piles of dry, brown vegetative debris including snapped branches, splintered wood, and defoliated fronds. The ground surrounding the road and houses is completely blanketed by this thick, tangled mess. The remaining vegetation consists of skeletal, broken trees, many snapped at the trunk or entirely uprooted, their bare, contorted forms reaching into the sky. Scattered throughout are houses with damaged light-colored exteriors; some have visible roof damage like missing shingles or fascia, broken windows, and debris piled against their foundations. The scene is illuminated by the bright, clear sunlight of a post-disaster day, casting sharp shadows and highlighting the stark, desolate aftermath."
001336_sat.png,001336_svi.png,Moderate,"A street level photo of a residential neighborhood with moderate hurricane damage. The dark asphalt road is largely obscured by a dense layer of wet, organic debris, consisting of snapped tree limbs, fallen leaves, and small uprooted plants. Surrounding the road, houses with mostly intact, light-colored walls and grey pitched roofs stand amidst severely impacted tropical vegetation. Many large trees are defoliated, showing bare, stripped branches, with some snapped trunks and fallen smaller trees contributing to massive piles of natural debris on lawns and along potential sidewalks. Some resilient palm trees are visible, though their fronds appear tattered and bent. The atmosphere is damp under an overcast sky, casting a soft, diffused light, highlighting the pervasive disarray."
001337_sat.png,001337_svi.png,Moderate,"A street level photo of a residential neighborhood in a coastal area, recently impacted by a strong wind event like a hurricane. The paved asphalt roads are visible but bordered by significant accumulations of organic debris, including snapped tree branches, downed palm fronds, and scattered leaves. The one to two-story houses generally appear structurally intact; roofs are mostly in place, some with visible solar panels, though signs of wind damage such as missing shingles, damaged fascia, or potentially broken windows are implied. The surrounding vegetation is severely affected: many trees are completely defoliated, standing as stark, bare skeletons, while smaller palm trees and bushes are heavily wind-battered and sparse. The ground is covered with a mix of dry earth and brown organic debris. The scene is illuminated by bright, clear sunlight, casting distinct shadows, indicating the storm has passed and the sky is clear."
001338_sat.png,001338_svi.png,Moderate,"A street level photo of a winding asphalt road, clear of debris with visible double yellow lines, cutting through a dense, disaster-affected forested area. The ground on either side of the road is covered with a thick layer of brown fallen leaves, small branches, and twigs. The surrounding vegetation is severely impacted; many tall trees are defoliated and skeletal, showing bare, snapped, and twisted branches reaching towards the sky. Interspersed among these damaged trees are resilient patches of green, bushy undergrowth that appear to have weathered the storm better. A sturdy, light-colored house with an intact roof and no visible structural damage is partially seen through the trees in the mid-distance. The sky is overcast or partly cloudy, with a muted natural light, suggesting the calm aftermath of a significant wind event like a hurricane."
001339_sat.png,001339_svi.png,Severe,"A street level photo of a residential area severely damaged by a recent powerful storm. The ground is saturated and muddy in many places, interspersed with torn-up grass and scattered small debris. The asphalt road is visible but edged with sediment and minor debris, with fallen branches and power lines occasionally crossing it. Numerous trees lining the roads and in the open grassy areas are severely impacted, with snapped trunks, broken limbs, and defoliated canopies, many lying strewn across lawns and alongside the road. A completely destroyed house is evident, leaving only its concrete foundation slab surrounded by large piles of construction rubble, broken concrete blocks, and other debris. In the distance, a single house with an intact roof stands, contrasting sharply with the widespread devastation. The sky is partly cloudy, casting sharp shadows that emphasize the scene of destruction, indicating the immediate aftermath of the storm."
001340_sat.png,001340_svi.png,Severe,"A street level photo of a residential neighborhood after a severe hurricane. The scene reveals the devastating aftermath with a completely leveled house reduced to its concrete foundation, surrounded by extensive piles of shattered building materials, twisted metal, and splintered wood debris. Nearby, other standing houses show significant roof damage, with large sections of shingles missing or entire roof structures compromised, and numerous broken windows. The ground is a mix of churned-up earth and sparse, wind-battered grass, heavily littered with massive snapped tree trunks, uprooted trees, and countless broken branches. Power lines hang precariously or are completely down, with at least one utility pole lying across the grassy median. The asphalt roads are mostly clear but show scattered smaller debris and mud, hinting at recent cleanup efforts. The sky is clear and bright, casting strong shadows, indicating a sunny day in the immediate, grim aftermath of the disaster."
001341_sat.png,001341_svi.png,Severe,"A street level photo of a severely hurricane-damaged tropical landscape. The narrow asphalt road is wet and heavily strewn with dark, muddy debris, including countless fallen leaves and small branches. On both sides, dense tropical trees are completely defoliated, many snapped clean off their trunks or stripped bare, forming a dense, chaotic wall of skeletal brown branches and twisted trunks. Utility poles with downed or tangled power lines lean precariously alongside the road. Pockets of stagnant, dark floodwater reflect the dull, overcast sky, contributing to a heavy, damp atmosphere. The extensive damage suggests a profound impact on this natural and potentially residential area."
001342_sat.png,001342_svi.png,Severe,"A street level photo of a severely damaged industrial intersection following a major disaster. The asphalt roads are wet and streaked with mud, while unpaved areas are churned earth covered in wet debris. Multiple utility poles are completely downed, their splintered wood and tangled power lines crisscrossing the central intersection and lying alongside the road. Large commercial buildings and warehouses display significant roof damage, including exposed structural elements on one and a crumpled, dark metal roof on another, with visible damage to facades and potentially broken windows. Piles of mixed debris—including twisted metal, shattered wood, and broken roofing materials—are strewn across parking lots and piled against building walls. Abandoned or damaged vehicles are visible in the parking areas. The sky is a heavy, overcast grey, indicating recent or ongoing inclement weather, casting a bleak and desolate atmosphere over the scene."
001343_sat.png,001343_svi.png,Severe,"A street level photo of a residential neighborhood in the aftermath of a severe hurricane. The paved street is partially obscured by scattered small debris like leaves and twigs, while the grassy lawns of the houses are heavily littered with broken branches, snapped palm fronds, and other storm detritus. The single-story houses, primarily featuring reddish-brown tiled roofs, show clear signs of extensive wind damage, including likely missing roof tiles, broken windows, and extensively damaged or completely destroyed screened enclosures (lanais). Immediately adjacent to the residential area, a dense forest has been utterly devastated, presenting a chaotic and overwhelming scene of countless snapped, splintered, and fallen tree trunks forming a tangled, brown mass stretching far into the background. The scene is illuminated by bright, clear daylight under a post-storm sky, with no visible ground flooding."
001344_sat.png,001344_svi.png,Mild,"A street level photo of a quiet residential neighborhood situated alongside a narrow canal or river. The asphalt road is dry and clear, with well-maintained green grassy lawns extending to single-story and two-story houses. The houses appear intact, featuring shingle roofs (one dark grey, one terra cotta orange) and no visible structural damage, missing shingles, or broken windows. However, many deciduous trees lining the canal bank on the left are heavily defoliated, with bare, thin branches, suggesting the aftermath of a strong wind event or past storm. The calm, dark water in the canal shows some minor debris or disturbed vegetation along its banks. Docks with small boats are visible on the right side along a similar waterway. The scene is illuminated by strong, directional sunlight, casting long, sharp shadows, indicating a clear, dry day in the morning or late afternoon."
001345_sat.png,001345_svi.png,Severe,"A street level photo of a severely storm-damaged coastal residential neighborhood. The asphalt roads are visible but are flanked by thick accumulations of tangled brown tree branches, defoliated leaves, and widespread organic debris. Many single-family homes exhibit catastrophic roof damage, with large sections of roofing material completely missing, exposing bare wooden rafters and internal structural elements. Some houses show less severe but still significant damage, such as missing shingles or displaced roof tiles, and visible broken or absent windows. The once lush surrounding vegetation is now completely defoliated, with trees standing as gaunt, broken skeletons of bare branches, some snapped mid-trunk or leaning precariously. The ground is heavily littered with storm debris, suggesting a dry period after the immediate flooding. The scene is illuminated by clear, strong daylight, casting distinct shadows under a pale blue or partly cloudy sky."
001346_sat.png,001346_svi.png,Moderate,"A street level photo of a residential neighborhood after a significant wind disaster. The paved asphalt road is visible but heavily covered with scattered brown leaves, snapped small branches, and woody debris. The adjacent lawns and yards are similarly blanketed in a thick layer of vegetative detritus, making the underlying grass barely visible. The houses, primarily single-story with varying roof styles (some tiled, some shingled), appear structurally sound but their roofs are discolored with dirt and show signs of minor damage or scattered debris. One house features a severely damaged and partially collapsed screened enclosure, with twisted aluminum framing and torn screens. The most striking feature is the vegetation: all trees are completely defoliated, standing like gaunt, bare skeletons with stark, leafless branches against a bright, clear blue sky. Smaller bushes and undergrowth are snapped, flattened, or stripped. The scene is bathed in strong, clear sunlight, casting distinct shadows, indicating dry conditions and a sunny post-storm day."
001347_sat.png,001347_svi.png,Moderate,"A street level photo of a residential street in the aftermath of a powerful wind storm. The asphalt road is damp and strewn with a thick layer of fallen leaves, small branches, and organic debris. The surrounding lawns and open areas are covered in a dense carpet of brown, defoliated leaves and broken tree limbs. Houses along the street exhibit mostly intact roofs, likely shingled in shades of grey or brown, though some minor cosmetic damage or missing shingles are plausible. Windows are intact. The landscape is dominated by defoliated deciduous trees and subtropical vegetation, their skeletal branches bare and twisted; many appear snapped, splintered, or uprooted. A few larger palm trees stand, but their fronds are battered and sparse, indicating significant wind stress. The sky is partly cloudy, and the overall lighting is muted but clear, reflecting the immediate post-storm atmosphere."
001348_sat.png,001348_svi.png,Severe,"A street level photo of a commercial area heavily impacted by a disaster. The large commercial building on the left shows catastrophic roof damage, with vast sections of its flat roof completely ripped off, exposing the underlying structure and internal supports. Debris, including insulation, roofing materials, and twisted metal, is scattered heavily across the adjacent sidewalks and parking lots. Many windows in the surrounding commercial buildings appear shattered or missing. The main multi-lane asphalt road appears mostly clear of major obstructions, but the wide parking lot below it is strewn with widespread debris, including snapped light poles, twisted metal wreckage, and mounds of building fragments. The asphalt in the parking lot appears damp and grimy, with noticeable swirling patterns from displaced debris or receding water. Palm trees lining the streets are severely defoliated, with many fronds ripped away, and some trees are noticeably leaning or broken. The scene is illuminated by strong, clear sunlight, casting sharp shadows, indicating a bright day in the aftermath of the event."
001349_sat.png,001349_svi.png,Severe,"A street level photo of a disaster-affected coastal neighborhood on a bright, sunny day. On the left side of a multi-lane, dry asphalt road, a single-story residential house has its roof completely stripped, exposing wooden rafters and internal structural elements, with large piles of shattered wood, roofing material, and construction debris scattered across the dusty, damaged ground around it. Another adjacent house shows significant roof damage, partially covered by a light grey tarp. Nearby trees appear sparse and denuded, with some broken limbs visible. The sky is clear blue with strong, defined shadows. Across the wide road, on the right, several modern, multi-story apartment buildings with clean white facades and intact flat roofs stand largely unaffected, surrounded by green lawns and neatly paved parking lots with parked cars. A blue swimming pool is visible in one of the apartment courtyards, and boats are docked calmly in a canal behind them."
001350_sat.png,001350_svi.png,Severe,"A street level photo of a severely flooded and debris-strewn residential street in a post-hurricane landscape. The asphalt road is mostly submerged under dark, muddy brown floodwaters that glint under a partially cloudy sky. Large piles of broken, snapped tree branches, defoliated palm fronds, and other vegetative debris are pushed against the curbs and floating in the standing water. Buildings line the street, their lower walls visibly stained by a high-water mark, and some ground-level windows appear broken or show water damage from the inundation. While main roof structures are largely intact, they exhibit signs of missing shingles and accumulated debris. Surrounding yards are completely inundated with murky brown water, blending seamlessly with the flooded street. Severely damaged vegetation dominates the scene: snapped palm trees with tattered, brown fronds, and other deciduous trees stripped bare, their skeletal branches reaching into a damp, humid atmosphere. Patches of sunlight break through the clouds, casting reflections on the extensive floodwaters and creating deep, stark shadows from the debris and remaining structures, highlighting the pervasive wetness and devastation."
001351_sat.png,001351_svi.png,Moderate,"A street level photo of a commercial intersection in a coastal town, showing the aftermath of a storm. The asphalt roads are largely clear, but the shoulders and sidewalks are littered with scattered debris including broken tree branches, palm fronds, and fragments of roofing material. A large, heavy-duty light pole or sign structure is completely toppled and lies across the median of the main road. Several buildings exhibit damage; one single-story commercial building has a large section of its flat roof completely torn away, exposing internal structural elements and dark, damaged interior spaces. Other buildings show signs of damage such as dislodged roof tiles or debris accumulated around their bases. Palm trees lining the roads and parking lots are snapped, stripped of fronds, or severely damaged. The ground is dry, with no signs of flooding. The scene is illuminated by bright sunlight, casting sharp shadows, indicating a clear sky after the event."
001352_sat.png,001352_svi.png,Moderate,"A street level photo of a disaster-affected residential and commercial area after a severe wind event, likely a hurricane. The asphalt main road is largely clear and dry, but the grassy medians and verges on both sides are blanketed with a thick layer of scattered green vegetative debris, including numerous snapped palm fronds and broken tree limbs. On the left, several single-story suburban homes with mostly intact roofs, possibly showing minor shingle damage or streaking, have debris accumulated around their foundations and in their yards. On the right, larger modern commercial buildings appear structurally sound, but their adjacent parking lots are heavily littered with dense piles of palm fronds and other green plant matter. The vast majority of palm trees lining the thoroughfare and within the landscape are stripped bare, standing as prominent bare trunks resembling snapped poles, with few to no fronds remaining. Other deciduous trees are largely defoliated with broken branches visible. The sky is bright and clear, with strong sunlight casting sharp, elongated shadows from the remaining tree trunks and buildings, indicating a post-event cleanup phase under fair weather."
001353_sat.png,001353_svi.png,Moderate,"A street level photo of a tropical disaster-affected area after a high-wind event. The asphalt road is mostly clear in the center, but its edges and shoulders are strewn with scattered dry leaves and small tree branches. The surrounding landscape is heavily impacted, featuring numerous severely defoliated trees with bare, snapped branches reaching into the sky. Interspersed among these skeletal trees are clusters of resilient, shorter green scrub and small palm-like plants. The ground off the road is thickly covered with a layer of brown, dried vegetation debris and broken twigs. In the background, a few houses with light-colored, seemingly intact roofs are partially visible amidst the damaged foliage. The scene is illuminated by bright daylight under a clear sky, casting subtle shadows."
001354_sat.png,001354_svi.png,Moderate,"A street level photo of a residential neighborhood in a subtropical region after a strong storm or hurricane. The paved asphalt road is wet with standing puddles along the curb and scattered light debris, including fallen palm fronds and small tree branches. Houses, predominantly single-story with a mix of terracotta tile and light-colored shingle roofs, appear mostly structurally sound but may show signs of minor wind damage like detached trim or broken fences. The landscape is marked by numerous damaged trees, including defoliated and snapped palm trees, with visible piles of vegetative debris gathered in yards and along the sidewalks. The sky is heavily overcast and grey, creating a muted, post-storm atmosphere with soft, diffuse light, suggesting recent heavy rainfall."
001355_sat.png,001355_svi.png,Moderate,"A street level photo of a suburban coastal neighborhood recovering from a recent storm. The asphalt roads are mostly clear and dry, but the sidewalks and residential lawns are noticeably littered with a moderate amount of green foliage debris, including scattered leaves, small branches, and twigs. The single-family houses appear largely structurally intact, with most roofs showing no significant visible damage, though some screened patio enclosures might exhibit minor tears or stretching. Many of the visible palm trees are defoliated, bent, or have significantly fewer fronds, while other deciduous trees and hedges are severely stripped of leaves, displaying numerous bare or broken branches. The scene is illuminated by bright, clear post-storm sunshine, casting distinct, long shadows, indicating a clear day with no current precipitation."
001356_sat.png,001356_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal neighborhood. The asphalt road, though mostly clear, has patches of wet leaves and small debris. On one side, the view is dominated by an extensive, chaotic field of completely flattened and defoliated trees, their splintered brown trunks and branches forming a dense, tangled mass stretching into the distance. On the opposite side of the road, a modern house with a dark roof and solar panels stands, its structure appearing relatively intact but heavily surrounded by piles of wooden debris, twisted metal, and broken landscaping. Adjacent to it, a clear concrete foundation sits on muddy, churned earth, indicating a prior structure completely swept away. Utility poles are visibly leaning, and power lines sag or lie on the ground. The sky above is partly cloudy with patches of blue, illuminated by bright post-storm sunlight, creating a stark contrast with the widespread devastation on the ground, which appears damp and disheveled."
001357_sat.png,001357_svi.png,Severe,"A street level photo of a narrow, unpaved road in a dense, rural setting, completely submerged by dark, murky floodwaters. The water reflects the dim, overcast sky, indicating recent heavy rainfall or a flood event. On both sides of the road, the abundant, dark green to brownish vegetation, consisting of a mix of trees and dense shrubs, appears waterlogged and somewhat disheveled, with signs of stress and minor defoliation. Utility poles with visible wires run alongside the road, partially submerged in the water. The ground off the road is saturated, with small puddles and standing water visible amidst the tangled undergrowth. The overall atmosphere is humid and somber."
001358_sat.png,001358_svi.png,Severe,"A street level photo of a coastal area, recently devastated by a powerful storm. The paved road, still slightly damp, is mostly clear but flanked by massive piles of brown, tangled organic debris, including numerous snapped tree trunks and defoliated palm fronds. The dense vegetation surrounding the road consists primarily of broken, skeletal trees and shrubs, stripped of their leaves, with very little green foliage remaining. In the distance, a well-built house with an intact, light-grey pitched roof stands surprisingly unscathed, contrasting with the widespread environmental damage. Patches of dark, muddy floodwater are visible in depressions off the road. The sky is bright and clear, casting long, sharp shadows from the remaining tree fragments and the building, indicating a sunny day immediately following the severe weather event."
001359_sat.png,001359_svi.png,Severe,"A street level photo of a coastal road in the immediate aftermath of a severe wind event. The ground on either side of the clear, dry asphalt road is completely covered with a dense, chaotic mat of natural debris, consisting of countless snapped tree branches, fallen trunks, and widespread defoliated vegetation, all appearing in shades of dark brown and grey. In the foreground, a resilient-looking house with a light-colored, pitched roof stands, its surrounding yard stripped bare and similarly covered in a thick layer of woody debris. Beyond the road, a vast, skeletal forest of bare, mangled trees stretches into the distance. The scene is illuminated by bright, clear daylight, casting sharp, short shadows, and a calm, dark body of water is visible in the near distance."
001360_sat.png,001360_svi.png,Moderate,"A street level photo of a coastal residential neighborhood recovering from a recent storm. On the right, a row of large, modern homes with intact, varied roofs (some grey shingles, some terracotta tiles) and well-kept green lawns appear mostly undamaged. Small, resilient palm trees and shrubs stand in the tidy front yards, with clean, paved driveways leading to the main asphalt road. On the left side of the clear, two-lane road, a wilder landscape reveals significant damage: dark, muddy pools of water are visible amidst severely defoliated trees with snapped branches and broken trunks. The ground adjacent to these water bodies is disturbed, damp, and strewn with natural debris like leaves and small branches. Bright, direct sunlight casts distinct shadows, suggesting a clear sky post-event."
001361_sat.png,001361_svi.png,Mild,"A street level photo of a pristine suburban neighborhood under a bright, clear sky. The scene features well-maintained, single-story houses with light grey shingled roofs and clean white siding. Green, manicured lawns line the dry, dark asphalt road. Healthy, full-leafed deciduous trees with deep green foliage stand along the street, casting soft shadows. There are no visible signs of damage, debris, or flooding, suggesting a calm, sunny day with ideal conditions."
001362_sat.png,001362_svi.png,Severe,"A street level photo of a residential neighborhood after a severe hurricane. The asphalt road is visible but partially covered with scattered debris. Lawns are heavily strewn with a mix of building materials, snapped tree branches, and white siding fragments. Houses exhibit extensive roof damage, with many missing large sections of shingles, exposing dark underlayers or decking, and some roofs appear partially peeled back or structurally compromised. Snapped and leaning palm trees line the properties, their fronds scattered across the ground. The overall scene is one of widespread destruction under a bright, clear post-storm sky."
001363_sat.png,001363_svi.png,Severe,"A street level photo of a coastal causeway after a severe storm. The asphalt road dramatically breaks off into a deep, water-filled abyss where the land has completely eroded away. Turbulent, dark brown floodwaters churn around the exposed, muddy earth and scattered chunks of concrete and asphalt debris. The remaining section of the two-lane road shows cracks and undermining, leading to the abrupt drop-off. In the background, the main bridge structure stands, its concrete pilings visible in the murky water, some appearing scoured or damaged. The air feels humid and heavy under a somber, overcast sky, reflecting the recent disaster."
001364_sat.png,001364_svi.png,Moderate,"A street level photo of a commercial and residential area after a tropical storm, showing signs of moderate wind damage. The asphalt main road is clear and dry, with regular vehicle traffic. Buildings, including a modern commercial structure with a white roof and blue accents, and a more traditional building with a dark, intact roof, appear structurally sound with no visible broken windows or major roof damage. However, the vegetation is significantly affected: numerous palm trees lining the streets and in yards are severely defoliated, appearing as bare trunks or with broken, hanging fronds. Lawns are green but are scattered with light organic debris like leaves and small branches. The scene is brightly lit under a clear, blue sky, casting distinct, long shadows, suggesting it's morning or late afternoon."
001365_sat.png,001365_svi.png,Moderate,"A street level photo of a residential neighborhood after a powerful tropical storm or hurricane. The wet asphalt road is strewn with scattered small branches, palm fronds, and brown vegetative debris. Adjacent yards and unpaved areas are visibly waterlogged or muddy, covered in a thick, uniform layer of fallen leaves and broken twigs. Most residential houses, some appearing elevated, have largely intact roofs but may show subtle signs of damage like missing shingles or dirty facades. The dominant feature is the severely impacted vegetation: many trees are completely defoliated with bare, snapped, or broken branches, revealing their skeletal structures against a dull, overcast grey sky, indicative of recent heavy rainfall and high winds."
001366_sat.png,001366_svi.png,Severe,"A street level photo of a desolate, rural road cutting through a severely disaster-affected natural landscape. The asphalt road is wet and partially submerged by dark, murky floodwaters, reflecting the overcast sky. On both sides, dense vegetation is heavily damaged, with most trees defoliated, appearing as a tangled mass of bare, snapped branches and fallen trunks. Interspersed amongst the devastation are occasional clumps of struggling green foliage, providing a stark contrast. The ground off the road is completely inundated with dark floodwater, covered in organic debris. Power lines are visible running along the side of the road, sagged and perhaps damaged. The sky is uniformly overcast, casting a dim, somber light over the scene, emphasizing the widespread environmental devastation."
001367_sat.png,001367_svi.png,Moderate,"A street level photo of a suburban neighborhood after a moderate storm. The asphalt roads are damp and partially covered with scattered wet leaves and small tree branches. Green lawns are strewn with organic debris. Houses appear structurally sound, but several roofs show visible damage, with missing shingles or broken tiles, and some minor facade damage. Many trees are defoliated, revealing bare branches, with smaller broken branches lying across yards and sidewalks. Bright, clear post-storm sunlight casts distinct shadows, highlighting the scattered debris."
